,MSNDATE,LATITUDE,LONGITUDE,cluster,Date,Tons
8404,763,49.29999999999999,8.98,0,1944-08-05,10.0
8405,763,49.29999999999999,8.98,0,1944-08-05,20.0
8406,763,49.29999999999999,8.98,0,1944-08-05,1.0
8407,763,49.29999999999999,8.98,0,1944-08-05,5.0
8408,763,49.29999999999999,8.98,0,1944-08-05,3.0
8409,763,48.83,-1.2499999999999998,0,1944-08-05,10.0
8410,763,48.83,-1.2499999999999998,0,1944-08-05,10.0
8411,763,53.73,7.420000000000001,0,1944-08-05,3.0
8294,763,52.25,10.5,0,1944-08-05,20.0
8134,761,48.75,-0.5700000000000001,0,1944-08-03,33.0
8414,763,52.38,9.73,0,1944-08-05,0.0
8351,763,52.25,10.5,0,1944-08-05,20.0
8397,763,52.38,9.73,0,1944-08-05,30.0
8416,763,52.38,9.73,0,1944-08-05,0.0
8417,763,52.38,9.73,0,1944-08-05,0.0
8418,763,52.38,9.73,0,1944-08-05,0.0
8419,763,52.38,9.73,0,1944-08-05,29.0
8402,763,52.38,9.73,0,1944-08-05,0.0
8420,763,52.38,9.73,0,1944-08-05,30.0
8401,763,52.38,9.73,0,1944-08-05,30.0
8399,763,52.38,9.73,0,1944-08-05,30.0
8382,763,52.13,11.630000000000003,0,1944-08-05,33.0
8383,763,52.13,11.630000000000003,0,1944-08-05,44.0
8384,763,52.13,11.630000000000003,0,1944-08-05,41.0
8385,763,45.95,7.969999999999999,0,1944-08-05,3.0
8386,763,47.55,-0.5200000000000005,0,1944-08-05,47.0
8387,763,47.67,-0.2200000000000004,0,1944-08-05,72.0
8388,763,53.73,7.420000000000001,0,1944-08-05,3.0
8389,763,51.92,10.42,0,1944-08-05,21.0
8390,763,52.38,9.73,0,1944-08-05,30.0
8391,763,52.38,9.73,0,1944-08-05,0.0
8392,763,52.38,9.73,0,1944-08-05,28.0
8393,763,52.38,9.73,0,1944-08-05,0.0
8394,763,52.38,9.73,0,1944-08-05,0.0
8395,763,52.38,9.73,0,1944-08-05,0.0
8398,763,52.38,9.73,0,1944-08-05,30.0
8396,763,52.38,9.73,0,1944-08-05,29.0
8400,763,52.38,9.73,0,1944-08-05,28.0
8424,763,52.38,9.73,0,1944-08-05,30.0
8422,763,52.38,9.73,0,1944-08-05,30.0
8423,763,52.38,9.73,0,1944-08-05,28.0
8446,764,48.58,-0.47000000000000003,0,1944-08-06,0.0
8447,764,48.58,-0.47000000000000003,0,1944-08-06,41.0
8448,764,48.58,-0.47000000000000003,0,1944-08-06,0.0
8449,764,48.58,-0.47000000000000003,0,1944-08-06,34.0
8450,764,49.35,6.0,0,1944-08-06,39.0
8451,764,50.17,19.480000000000004,0,1944-08-06,20.0
8452,764,50.17,19.480000000000004,0,1944-08-06,16.0
8453,764,50.17,19.480000000000004,0,1944-08-06,20.0
8454,764,54.5,18.550000000000004,0,1944-08-06,18.0
8456,764,54.5,18.550000000000004,0,1944-08-06,15.0
8309,763,52.25,10.5,0,1944-08-05,48.0
8457,764,54.5,18.550000000000004,0,1944-08-06,17.0
8458,764,54.5,18.550000000000004,0,1944-08-06,17.0
8459,764,54.5,18.550000000000004,0,1944-08-06,26.0
8460,764,52.32,13.270000000000001,0,1944-08-06,30.0
8461,764,52.32,13.270000000000001,0,1944-08-06,0.0
8462,764,52.32,13.270000000000001,0,1944-08-06,0.0
8445,764,48.58,-0.47000000000000003,0,1944-08-06,45.0
8444,764,48.58,-0.47000000000000003,0,1944-08-06,29.0
8443,764,53.550000000000004,13.28,0,1944-08-06,3.0
8442,764,53.550000000000004,13.28,0,1944-08-06,18.0
8421,763,52.38,9.73,0,1944-08-05,30.0
8425,763,52.38,9.73,0,1944-08-05,0.0
8426,763,52.38,9.73,0,1944-08-05,3.0
8427,763,49.29999999999999,8.98,0,1944-08-05,10.0
8429,763,49.29999999999999,8.98,0,1944-08-05,1.0
8430,763,49.29999999999999,8.98,0,1944-08-05,5.0
8431,763,49.29999999999999,8.98,0,1944-08-05,3.0
8381,763,52.13,11.630000000000003,0,1944-08-05,36.0
8432,764,53.550000000000004,13.28,0,1944-08-06,28.0
8434,764,53.550000000000004,13.28,0,1944-08-06,0.0
8435,764,53.550000000000004,13.28,0,1944-08-06,30.0
8436,764,53.550000000000004,13.28,0,1944-08-06,43.0
8437,764,53.550000000000004,13.28,0,1944-08-06,25.0
8438,764,53.550000000000004,13.28,0,1944-08-06,15.0
8439,764,53.550000000000004,13.28,0,1944-08-06,30.0
8440,764,53.550000000000004,13.28,0,1944-08-06,3.0
8441,764,53.550000000000004,13.28,0,1944-08-06,27.0
8433,764,53.550000000000004,13.28,0,1944-08-06,30.0
8801,768,49.53,0.7300000000000002,0,1944-08-10,0.0
8380,763,53.42,10.72,0,1944-08-05,90.0
8378,763,53.42,10.72,0,1944-08-05,98.0
8318,763,52.38,9.73,0,1944-08-05,0.0
8319,763,52.38,9.73,0,1944-08-05,29.0
8320,763,52.38,9.73,0,1944-08-05,30.0
8321,763,52.38,9.73,0,1944-08-05,30.0
8322,763,52.38,9.73,0,1944-08-05,30.0
8323,763,52.38,9.73,0,1944-08-05,28.0
8324,763,52.38,9.73,0,1944-08-05,30.0
8428,763,49.29999999999999,8.98,0,1944-08-05,20.0
8325,763,52.38,9.73,0,1944-08-05,0.0
8327,763,49.29999999999999,8.98,0,1944-08-05,10.0
8326,763,52.38,9.73,0,1944-08-05,3.0
8328,763,49.29999999999999,8.98,0,1944-08-05,20.0
8329,763,49.29999999999999,8.98,0,1944-08-05,1.0
8330,763,49.29999999999999,8.98,0,1944-08-05,5.0
8331,763,49.29999999999999,8.98,0,1944-08-05,3.0
8332,763,48.83,-1.2499999999999998,0,1944-08-05,10.0
8333,763,53.42,10.72,0,1944-08-05,2.0
8334,763,53.42,10.72,0,1944-08-05,98.0
8317,763,52.38,9.73,0,1944-08-05,0.0
8335,763,53.42,10.72,0,1944-08-05,84.0
8316,763,52.38,9.73,0,1944-08-05,0.0
8455,764,54.5,18.550000000000004,0,1944-08-06,18.0
8314,763,52.38,9.73,0,1944-08-05,0.0
8298,763,52.25,10.5,0,1944-08-05,21.0
8299,763,52.13,11.630000000000003,0,1944-08-05,36.0
8300,763,52.13,11.630000000000003,0,1944-08-05,33.0
8301,763,52.13,11.630000000000003,0,1944-08-05,44.0
8302,763,52.13,11.630000000000003,0,1944-08-05,41.0
8303,763,48.2,-0.16999999999999996,0,1944-08-05,0.0
8304,763,48.2,-0.16999999999999996,0,1944-08-05,0.0
8305,763,47.55,-0.5200000000000005,0,1944-08-05,47.0
8306,763,47.67,-0.2200000000000004,0,1944-08-05,72.0
8307,763,53.73,7.420000000000001,0,1944-08-05,3.0
8308,763,51.92,10.42,0,1944-08-05,21.0
8297,763,52.25,10.5,0,1944-08-05,1.0
9308,780,50.33,18.300000000000004,0,1944-08-22,63.0
8415,763,52.38,9.73,0,1944-08-05,28.0
8312,763,52.25,10.5,0,1944-08-05,36.0
8359,763,52.13,11.630000000000003,0,1944-08-05,3.0
8313,763,52.38,9.73,0,1944-08-05,30.0
8315,763,52.38,9.73,0,1944-08-05,28.0
8336,763,53.42,10.72,0,1944-08-05,90.0
8337,763,53.42,10.72,0,1944-08-05,2.0
8338,763,53.42,10.72,0,1944-08-05,98.0
8361,763,48.75,-0.5700000000000001,0,1944-08-05,5.0
8362,763,51.4,11.400000000000002,0,1944-08-05,3.0
8363,763,52.25,10.5,0,1944-08-05,48.0
8364,763,52.25,10.5,0,1944-08-05,4.0
8365,763,52.25,10.5,0,1944-08-05,42.0
8366,763,52.25,10.5,0,1944-08-05,36.0
8367,763,52.25,10.5,0,1944-08-05,2.0
8368,763,52.25,10.5,0,1944-08-05,20.0
8369,763,52.25,10.5,0,1944-08-05,2.0
8370,763,52.25,10.5,0,1944-08-05,20.0
8371,763,52.25,10.5,0,1944-08-05,1.0
8372,763,52.25,10.5,0,1944-08-05,21.0
8373,763,53.42,10.72,0,1944-08-05,2.0
8374,763,53.42,10.72,0,1944-08-05,98.0
8375,763,53.42,10.72,0,1944-08-05,84.0
8376,763,53.42,10.72,0,1944-08-05,90.0
8377,763,53.42,10.72,0,1944-08-05,2.0
8358,763,49.1,-1.23,0,1944-08-05,45.0
8360,763,52.13,11.630000000000003,0,1944-08-05,3.0
8357,763,48.2,-0.16999999999999996,0,1944-08-05,0.0
9253,778,29.92,20.700000000000003,0,1944-08-20,75.0
8340,763,53.42,10.72,0,1944-08-05,90.0
8341,763,48.75,-0.5700000000000001,0,1944-08-05,5.0
8342,763,49.1,-1.23,0,1944-08-05,45.0
8343,763,51.4,11.400000000000002,0,1944-08-05,3.0
8344,763,52.25,10.5,0,1944-08-05,48.0
8345,763,52.25,10.5,0,1944-08-05,4.0
8346,763,52.25,10.5,0,1944-08-05,42.0
8379,763,53.42,10.72,0,1944-08-05,84.0
8347,763,52.25,10.5,0,1944-08-05,36.0
8349,763,52.25,10.5,0,1944-08-05,20.0
8350,763,52.25,10.5,0,1944-08-05,2.0
8352,763,52.25,10.5,0,1944-08-05,1.0
8311,763,52.25,10.5,0,1944-08-05,42.0
8353,763,52.25,10.5,0,1944-08-05,21.0
8354,763,48.75,-0.5700000000000001,0,1944-08-05,5.0
8355,763,51.4,11.400000000000002,0,1944-08-05,3.0
8356,763,48.2,-0.16999999999999996,0,1944-08-05,0.0
8348,763,52.25,10.5,0,1944-08-05,2.0
8802,768,49.53,0.7300000000000002,0,1944-08-10,36.0
8803,768,49.53,0.7300000000000002,0,1944-08-10,0.0
8804,768,52.33,9.0,0,1944-08-10,8.0
9251,778,29.92,20.700000000000003,0,1944-08-20,67.0
9252,778,29.92,20.700000000000003,0,1944-08-20,67.0
8339,763,53.42,10.72,0,1944-08-05,84.0
9254,778,50.03,19.23,0,1944-08-20,69.0
9255,778,50.03,19.23,0,1944-08-20,78.0
9256,778,50.03,19.23,0,1944-08-20,60.0
9258,778,50.03,19.23,0,1944-08-20,50.0
9259,778,43.0,5.669999999999999,0,1944-08-20,12.0
9260,778,43.0,5.669999999999999,0,1944-08-20,12.0
9261,778,43.0,5.669999999999999,0,1944-08-20,11.0
9262,778,48.18,23.9,0,1944-08-20,50.0
9263,778,48.18,23.9,0,1944-08-20,65.0
9264,778,48.18,23.9,0,1944-08-20,64.0
9265,778,29.92,20.700000000000003,0,1944-08-20,67.0
9266,778,29.92,20.700000000000003,0,1944-08-20,67.0
9267,778,29.92,20.700000000000003,0,1944-08-20,75.0
9250,778,48.18,23.9,0,1944-08-20,64.0
9268,778,50.03,19.23,0,1944-08-20,69.0
9249,778,48.18,23.9,0,1944-08-20,65.0
9247,777,48.33,-0.67,0,1944-08-19,36.0
9230,776,48.33,-0.67,0,1944-08-18,20.0
9231,776,48.35,2.6999999999999997,0,1944-08-18,3.0
9232,776,48.35,2.6999999999999997,0,1944-08-18,30.0
9233,776,48.35,2.6999999999999997,0,1944-08-18,33.0
9234,776,48.35,2.6999999999999997,0,1944-08-18,30.0
9235,776,48.13,11.580000000000002,0,1944-08-18,0.0
9236,777,45.95,7.969999999999999,0,1944-08-19,11.0
9237,777,45.95,7.969999999999999,0,1944-08-19,12.0
9238,777,44.33,6.33,0,1944-08-19,35.0
9239,777,48.33,-0.67,0,1944-08-19,0.0
9257,778,50.03,19.23,0,1944-08-20,77.0
9240,777,48.33,-0.67,0,1944-08-19,36.0
9242,777,45.95,7.969999999999999,0,1944-08-19,12.0
9241,777,45.95,7.969999999999999,0,1944-08-19,11.0
9243,777,44.33,6.33,0,1944-08-19,35.0
9244,777,48.33,-0.67,0,1944-08-19,0.0
9245,777,48.33,-0.67,0,1944-08-19,36.0
9246,777,48.33,-0.67,0,1944-08-19,0.0
9248,778,48.18,23.9,0,1944-08-20,50.0
9229,776,43.0,5.669999999999999,0,1944-08-18,24.0
9269,778,50.03,19.23,0,1944-08-20,78.0
9271,778,50.03,19.23,0,1944-08-20,77.0
9293,780,50.33,18.300000000000004,0,1944-08-22,63.0
9294,780,48.35,16.33,0,1944-08-22,55.0
8310,763,52.25,10.5,0,1944-08-05,4.0
9295,780,48.35,16.33,0,1944-08-22,58.0
9297,780,48.35,16.33,0,1944-08-22,58.0
9298,780,48.2,16.37,0,1944-08-22,63.0
9299,780,48.2,16.37,0,1944-08-22,51.0
9300,780,48.2,16.37,0,1944-08-22,52.0
9301,780,48.2,16.37,0,1944-08-22,46.0
9302,780,48.2,16.37,0,1944-08-22,45.0
9303,780,48.2,16.37,0,1944-08-22,38.0
9304,780,48.2,16.37,0,1944-08-22,76.0
9305,780,50.33,18.300000000000004,0,1944-08-22,61.0
9306,780,50.33,18.300000000000004,0,1944-08-22,50.0
9307,780,50.33,18.300000000000004,0,1944-08-22,61.0
9296,780,48.35,16.33,0,1944-08-22,67.0
8706,766,49.03,-0.26999999999999996,0,1944-08-08,0.0
9309,780,50.33,17.67,0,1944-08-22,3.0
9270,778,50.03,19.23,0,1944-08-20,60.0
9167,774,51.52,12.330000000000002,0,1944-08-16,0.0
9166,774,51.52,12.330000000000002,0,1944-08-16,0.0
9291,780,50.33,18.300000000000004,0,1944-08-22,50.0
9289,780,48.2,16.37,0,1944-08-22,76.0
9272,778,50.03,19.23,0,1944-08-20,50.0
9273,778,43.0,5.669999999999999,0,1944-08-20,12.0
9274,778,43.0,5.669999999999999,0,1944-08-20,12.0
9275,778,43.0,5.669999999999999,0,1944-08-20,11.0
9276,778,43.0,5.669999999999999,0,1944-08-20,12.0
9277,778,43.0,5.669999999999999,0,1944-08-20,12.0
9278,778,43.0,5.669999999999999,0,1944-08-20,11.0
9279,780,48.35,16.33,0,1944-08-22,55.0
9280,780,48.35,16.33,0,1944-08-22,58.0
9281,780,48.35,16.33,0,1944-08-22,67.0
9282,780,48.35,16.33,0,1944-08-22,58.0
9283,780,48.2,16.37,0,1944-08-22,63.0
9284,780,48.2,16.37,0,1944-08-22,51.0
9285,780,48.2,16.37,0,1944-08-22,52.0
9286,780,48.2,16.37,0,1944-08-22,46.0
9287,780,48.2,16.37,0,1944-08-22,45.0
9288,780,48.2,16.37,0,1944-08-22,38.0
9290,780,50.33,18.300000000000004,0,1944-08-22,61.0
9228,776,48.33,-0.67,0,1944-08-18,20.0
9168,774,51.52,12.330000000000002,0,1944-08-16,0.0
9227,776,43.0,5.669999999999999,0,1944-08-18,24.0
9169,774,51.15,11.799999999999999,0,1944-08-16,21.0
9151,774,51.15,11.799999999999999,0,1944-08-16,3.0
9181,774,51.52,12.330000000000002,0,1944-08-16,28.0
9170,774,51.15,11.799999999999999,0,1944-08-16,8.0
9171,774,43.08,5.93,0,1944-08-16,44.0
9172,774,48.45,11.680000000000001,0,1944-08-16,67.0
9173,774,43.08,5.93,0,1944-08-16,44.0
9174,774,48.45,11.680000000000001,0,1944-08-16,67.0
9175,774,51.15,11.799999999999999,0,1944-08-16,21.0
9176,774,51.15,11.799999999999999,0,1944-08-16,8.0
9177,774,51.52,12.330000000000002,0,1944-08-16,0.0
9178,774,51.52,12.330000000000002,0,1944-08-16,30.0
9179,774,51.52,12.330000000000002,0,1944-08-16,28.0
9180,774,51.52,12.330000000000002,0,1944-08-16,28.0
9182,774,51.52,12.330000000000002,0,1944-08-16,30.0
9312,781,48.12,16.3,0,1944-08-23,28.0
9165,774,51.52,12.330000000000002,0,1944-08-16,28.0
9183,774,51.52,12.330000000000002,0,1944-08-16,28.0
9164,774,51.52,12.330000000000002,0,1944-08-16,30.0
9162,774,51.52,12.330000000000002,0,1944-08-16,28.0
9145,774,52.1,9.37,0,1944-08-16,1.0
9146,774,51.32,9.47,0,1944-08-16,0.0
9148,774,50.88000000000001,8.77,0,1944-08-16,0.0
9149,774,52.1,9.37,0,1944-08-16,1.0
9150,774,51.32,9.47,0,1944-08-16,0.0
9152,774,52.7,20.500000000000004,0,1944-08-16,0.0
9226,776,48.35,2.6999999999999997,0,1944-08-18,30.0
9153,774,52.7,20.500000000000004,0,1944-08-16,55.0
9154,774,51.75,11.88,0,1944-08-16,2.0
9223,776,48.35,2.6999999999999997,0,1944-08-18,3.0
9157,774,51.75,11.88,0,1944-08-16,66.0
9158,774,49.2,-0.47000000000000003,0,1944-08-16,28.0
9159,774,51.52,12.330000000000002,0,1944-08-16,0.0
9160,774,51.52,12.330000000000002,0,1944-08-16,30.0
9161,774,51.52,12.330000000000002,0,1944-08-16,28.0
9163,774,51.52,12.330000000000002,0,1944-08-16,28.0
9184,774,51.52,12.330000000000002,0,1944-08-16,0.0
9185,774,51.52,12.330000000000002,0,1944-08-16,0.0
9186,774,51.52,12.330000000000002,0,1944-08-16,0.0
9209,776,49.02,1.38,0,1944-08-18,2.0
9210,776,49.02,1.38,0,1944-08-18,29.0
9211,776,49.02,1.38,0,1944-08-18,36.0
9212,776,49.02,1.38,0,1944-08-18,32.0
9213,776,49.02,1.38,0,1944-08-18,2.0
9214,776,49.02,1.38,0,1944-08-18,29.0
9215,776,49.02,1.38,0,1944-08-18,36.0
9216,776,49.02,1.38,0,1944-08-18,32.0
9217,776,50.62,5.58,0,1944-08-18,33.0
9218,776,50.62,5.58,0,1944-08-18,33.0
9219,776,50.62,5.58,0,1944-08-18,35.0
9220,776,43.63,22.88,0,1944-08-18,10.0
9221,776,43.63,22.88,0,1944-08-18,10.0
9156,774,51.75,11.88,0,1944-08-16,2.0
9224,776,48.35,2.6999999999999997,0,1944-08-18,30.0
9208,776,48.13,11.580000000000002,0,1944-08-18,0.0
9311,781,48.12,16.3,0,1944-08-23,51.0
9155,774,51.75,11.88,0,1944-08-16,53.0
9225,776,48.35,2.6999999999999997,0,1944-08-18,33.0
9207,776,48.33,-0.67,0,1944-08-18,20.0
9206,776,43.0,5.669999999999999,0,1944-08-18,24.0
9205,776,48.35,2.6999999999999997,0,1944-08-18,30.0
9187,775,49.53,1.4999999999999996,0,1944-08-17,45.0
9188,775,49.2,-0.47000000000000003,0,1944-08-17,60.0
9189,775,49.07,0.7799999999999998,0,1944-08-17,1.0
9190,775,49.53,1.4999999999999996,0,1944-08-17,1.0
9191,775,49.2,-0.47000000000000003,0,1944-08-17,2.0
9192,775,46.17,-1.23,0,1944-08-17,2.0
9316,781,48.2,16.37,0,1944-08-23,0.0
9193,775,46.17,-1.23,0,1944-08-17,2.0
9310,780,48.13,11.580000000000002,0,1944-08-22,0.0
9195,775,49.2,-0.47000000000000003,0,1944-08-17,2.0
9197,775,49.53,1.4999999999999996,0,1944-08-17,45.0
9198,775,49.2,-0.47000000000000003,0,1944-08-17,60.0
9199,775,43.63,22.88,0,1944-08-17,2.0
9200,775,43.63,22.88,0,1944-08-17,2.0
9201,775,49.07,0.7799999999999998,0,1944-08-17,1.0
9202,776,48.35,2.6999999999999997,0,1944-08-18,3.0
9203,776,48.35,2.6999999999999997,0,1944-08-18,30.0
9204,776,48.35,2.6999999999999997,0,1944-08-18,33.0
9196,775,46.17,-1.23,0,1944-08-17,2.0
9194,775,49.53,1.4999999999999996,0,1944-08-17,1.0
9222,776,48.13,11.580000000000002,0,1944-08-18,0.0
9313,781,48.12,16.3,0,1944-08-23,55.0
9457,782,52.25,10.5,0,1944-08-24,9.0
9404,782,51.92,10.42,0,1944-08-24,0.0
9403,782,51.92,10.42,0,1944-08-24,25.0
9422,782,51.37,9.4,0,1944-08-24,5.0
9423,782,51.37,9.4,0,1944-08-24,28.0
9424,782,51.37,9.4,0,1944-08-24,28.0
9425,782,51.37,9.4,0,1944-08-24,33.0
9426,782,51.37,9.4,0,1944-08-24,23.0
9427,782,51.37,9.4,0,1944-08-24,15.0
9428,782,51.37,9.4,0,1944-08-24,26.0
9429,782,51.37,9.4,0,1944-08-24,25.0
9430,782,51.37,9.4,0,1944-08-24,25.0
9431,782,51.37,9.4,0,1944-08-24,28.0
9432,782,51.37,9.4,0,1944-08-24,3.0
9433,782,51.37,9.4,0,1944-08-24,0.0
9434,782,51.37,9.4,0,1944-08-24,0.0
9435,782,51.37,9.4,0,1944-08-24,0.0
9436,782,51.37,9.4,0,1944-08-24,5.0
9419,782,45.67,5.330000000000001,0,1944-08-24,24.0
9437,782,51.37,9.4,0,1944-08-24,28.0
9418,782,51.2,11.269999999999998,0,1944-08-24,0.0
9416,782,51.2,11.269999999999998,0,1944-08-24,3.0
9399,782,50.05,15.750000000000002,0,1944-08-24,80.0
9400,782,50.05,15.750000000000002,0,1944-08-24,63.0
9405,782,52.25,10.5,0,1944-08-24,0.0
9401,782,51.92,10.42,0,1944-08-24,3.0
9406,782,52.25,10.5,0,1944-08-24,58.0
9472,782,51.02,13.650000000000002,0,1944-08-24,25.0
9439,782,51.37,9.4,0,1944-08-24,33.0
9407,782,52.25,10.5,0,1944-08-24,9.0
9408,782,52.25,10.5,0,1944-08-24,33.0
9409,782,52.38,9.73,0,1944-08-24,32.0
9410,782,52.38,9.73,0,1944-08-24,2.0
9411,782,52.38,9.73,0,1944-08-24,5.0
9412,782,52.38,9.73,0,1944-08-24,1.0
9413,782,52.38,9.73,0,1944-08-24,42.0
9414,782,54.13,9.07,0,1944-08-24,9.0
9415,782,51.2,11.269999999999998,0,1944-08-24,23.0
9417,782,51.2,11.269999999999998,0,1944-08-24,0.0
9438,782,51.37,9.4,0,1944-08-24,28.0
9440,782,51.37,9.4,0,1944-08-24,23.0
9420,782,51.37,9.4,0,1944-08-24,0.0
9463,782,51.02,13.650000000000002,0,1944-08-24,26.0
9464,782,51.02,13.650000000000002,0,1944-08-24,25.0
9465,782,51.02,13.650000000000002,0,1944-08-24,3.0
9466,782,47.33,14.329999999999998,0,1944-08-24,3.0
9467,782,53.63000000000001,8.83,0,1944-08-24,3.0
9468,782,53.47999999999999,9.13,0,1944-08-24,2.0
9469,782,52.25,10.5,0,1944-08-24,2.0
9470,782,51.02,13.650000000000002,0,1944-08-24,25.0
9471,782,51.02,13.650000000000002,0,1944-08-24,26.0
9473,782,51.02,13.650000000000002,0,1944-08-24,3.0
9402,782,51.92,10.42,0,1944-08-24,28.0
9474,782,52.25,10.5,0,1944-08-24,0.0
9475,782,52.25,10.5,0,1944-08-24,58.0
9458,782,52.25,10.5,0,1944-08-24,33.0
9478,782,51.37,9.4,0,1944-08-24,0.0
9479,782,51.37,9.4,0,1944-08-24,0.0
9462,782,51.02,13.650000000000002,0,1944-08-24,25.0
9461,782,52.25,10.5,0,1944-08-24,2.0
9460,782,53.47999999999999,9.13,0,1944-08-24,2.0
9459,782,53.63000000000001,8.83,0,1944-08-24,3.0
9441,782,51.37,9.4,0,1944-08-24,15.0
9442,782,51.37,9.4,0,1944-08-24,26.0
9443,782,51.37,9.4,0,1944-08-24,25.0
9444,782,51.37,9.4,0,1944-08-24,25.0
9445,782,51.37,9.4,0,1944-08-24,28.0
9446,782,51.37,9.4,0,1944-08-24,3.0
9447,782,51.37,9.4,0,1944-08-24,0.0
9448,782,53.63000000000001,8.83,0,1944-08-24,3.0
9398,782,50.05,15.750000000000002,0,1944-08-24,84.0
9449,782,53.47999999999999,9.13,0,1944-08-24,2.0
9451,782,51.02,13.650000000000002,0,1944-08-24,25.0
9452,782,51.02,13.650000000000002,0,1944-08-24,26.0
9453,782,51.02,13.650000000000002,0,1944-08-24,25.0
9454,782,51.02,13.650000000000002,0,1944-08-24,3.0
9455,782,52.25,10.5,0,1944-08-24,0.0
9456,782,52.25,10.5,0,1944-08-24,58.0
9477,782,52.25,10.5,0,1944-08-24,33.0
9450,782,52.25,10.5,0,1944-08-24,2.0
9397,782,50.05,15.750000000000002,0,1944-08-24,76.0
9314,781,48.2,16.37,0,1944-08-23,0.0
9476,782,52.25,10.5,0,1944-08-24,9.0
9144,774,50.88000000000001,8.77,0,1944-08-16,0.0
9395,782,50.05,15.750000000000002,0,1944-08-24,0.0
9335,781,48.2,16.37,0,1944-08-23,55.0
9336,781,48.2,16.37,0,1944-08-23,0.0
9337,781,48.2,16.37,0,1944-08-23,0.0
9338,781,48.2,16.37,0,1944-08-23,0.0
9339,781,48.12,16.3,0,1944-08-23,51.0
9340,781,48.12,16.3,0,1944-08-23,28.0
9341,781,48.12,16.3,0,1944-08-23,55.0
9342,781,48.2,16.37,0,1944-08-23,73.0
9421,782,51.37,9.4,0,1944-08-24,0.0
9343,781,48.2,15.919999999999998,0,1944-08-23,0.0
9345,781,48.2,15.919999999999998,0,1944-08-23,62.0
9346,781,48.2,15.919999999999998,0,1944-08-23,67.0
9347,781,48.2,15.919999999999998,0,1944-08-23,17.0
9348,781,48.2,15.919999999999998,0,1944-08-23,0.0
9349,781,48.2,15.919999999999998,0,1944-08-23,65.0
9350,781,44.0,2.0000000000000004,0,1944-08-23,28.0
9351,781,44.0,2.0000000000000004,0,1944-08-23,28.0
9334,781,48.2,16.37,0,1944-08-23,26.0
9352,781,48.2,15.919999999999998,0,1944-08-23,0.0
9333,781,48.2,16.37,0,1944-08-23,55.0
9331,781,48.55,-2.55,0,1944-08-23,24.0
9344,781,48.2,15.919999999999998,0,1944-08-23,0.0
9315,781,48.2,16.37,0,1944-08-23,0.0
9317,781,44.0,2.0000000000000004,0,1944-08-23,28.0
9292,780,50.33,18.300000000000004,0,1944-08-22,61.0
9385,782,51.48,13.88,0,1944-08-24,30.0
9319,781,48.2,15.919999999999998,0,1944-08-23,0.0
9320,781,48.2,15.919999999999998,0,1944-08-23,62.0
9321,781,48.2,15.919999999999998,0,1944-08-23,67.0
9322,781,48.2,15.919999999999998,0,1944-08-23,17.0
9323,781,48.2,15.919999999999998,0,1944-08-23,0.0
9324,781,48.2,15.919999999999998,0,1944-08-23,65.0
9325,781,48.2,16.37,0,1944-08-23,26.0
9326,781,48.2,16.37,0,1944-08-23,55.0
9327,781,48.55,-2.55,0,1944-08-23,24.0
9328,781,48.2,16.37,0,1944-08-23,0.0
9329,781,48.2,16.37,0,1944-08-23,0.0
9330,781,48.2,16.37,0,1944-08-23,0.0
9332,781,48.2,16.37,0,1944-08-23,26.0
9353,781,48.2,15.919999999999998,0,1944-08-23,0.0
9354,781,48.2,15.919999999999998,0,1944-08-23,62.0
9355,781,48.2,15.919999999999998,0,1944-08-23,67.0
9378,782,50.05,15.750000000000002,0,1944-08-24,68.0
9379,782,51.02,13.650000000000002,0,1944-08-24,28.0
9380,782,51.02,13.650000000000002,0,1944-08-24,28.0
9381,782,51.02,13.650000000000002,0,1944-08-24,30.0
9382,782,51.48,13.88,0,1944-08-24,42.0
9383,782,51.48,13.88,0,1944-08-24,21.0
9386,782,51.48,13.88,0,1944-08-24,23.0
9384,782,51.48,13.88,0,1944-08-24,21.0
9387,782,51.48,13.88,0,1944-08-24,28.0
9369,782,50.52,13.629999999999999,0,1944-08-24,21.0
9389,782,51.48,13.88,0,1944-08-24,25.0
9390,782,51.48,13.88,0,1944-08-24,25.0
9391,782,51.48,13.88,0,1944-08-24,23.0
9392,782,51.48,13.88,0,1944-08-24,12.0
9393,782,51.48,13.88,0,1944-08-24,23.0
9394,782,50.05,15.750000000000002,0,1944-08-24,51.0
9377,782,50.05,15.750000000000002,0,1944-08-24,72.0
9376,782,50.05,15.750000000000002,0,1944-08-24,72.0
9375,782,50.03,15.179999999999998,0,1944-08-24,64.0
9374,782,50.03,15.179999999999998,0,1944-08-24,57.0
9356,781,48.2,15.919999999999998,0,1944-08-23,17.0
9358,781,48.2,15.919999999999998,0,1944-08-23,65.0
8957,770,43.0,5.669999999999999,0,1944-08-12,77.0
9359,782,50.52,13.629999999999999,0,1944-08-24,19.0
9360,782,50.52,13.629999999999999,0,1944-08-24,23.0
9361,782,50.52,13.629999999999999,0,1944-08-24,25.0
9362,782,50.52,13.629999999999999,0,1944-08-24,23.0
9363,782,50.52,13.629999999999999,0,1944-08-24,30.0
9396,782,50.05,15.750000000000002,0,1944-08-24,55.0
9364,782,50.52,13.629999999999999,0,1944-08-24,30.0
9366,782,50.52,13.629999999999999,0,1944-08-24,4.0
